ID,Display Order,Category,Rarity,Description,Name,Token Standard,Token Address,Token ID,Image URL
ecard_bird_2012_s4_nft,10420120.0,Special,Rare,"(Alter Multihit & AoE Attacks)
ATK +4.",Bird's Charm of Focus I,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004037,https://storage.googleapis.com/origin-production/assets/item/ecard_bird_4002.png
ecard_bird_2013_s4_nft,10420130.0,Special,Rare,"(Alter Any)
On draw, deal 3 DMG to enemies.",Secret Egg,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004038,https://storage.googleapis.com/origin-production/assets/item/ecard_bird_5003.png
ecard_bird_3010_s4_nft,10430100.0,Special,Epic,"(Alter Single Attacks)
ATK +9. Max HP -6.",Bird's Charm of Power II,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004039,https://storage.googleapis.com/origin-production/assets/item/ecard_bird_5001.png
ecard_bird_3011_s4_nft,10430110.0,Special,Epic,"Alter Multihit & AoE Attacks)
ATK +6. Max HP -6.",Bird's Charm of Focus II,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004040,https://storage.googleapis.com/origin-production/assets/item/ecard_bird_5002.png
ecard_bird_3012_s4_nft,10430120.0,Special,Epic,"(Alter Any)
<Degrade>. +2 {Feather}.",Bird's Energy Drink S,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004041,https://storage.googleapis.com/origin-production/assets/item/ecard_bird_5004.png
ecard_bird_4010_s4_nft,10440100.0,Special,Mystic,"(Alter Attacks)
Apply 2 {Weak}. +10% DMG to targets with {Weak}.",Flamingo Hammer,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004043,https://storage.googleapis.com/origin-production/assets/item/ecard_bird_5005.png
ecard_bird_4011_s4_nft,10440110.0,Special,Mystic,"(Alter Single Attacks)
Deal 40% DMG to another random target.",Storm Shuriken,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004044,https://storage.googleapis.com/origin-production/assets/item/ecard_storm_shuriken.png
ecard_plant_2011_s4_nft,10520110.0,Special,Rare,"(Alter Any)
Max HP +10.",Plant's Charm of Vitality I,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004045,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_2011.png
ecard_plant_2012_s4_nft,10520120.0,Special,Rare,"(Alter Heals)
Heal +7.",Plant's Charm of Faith I,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004046,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_4002.png
ecard_plant_2013_s4_nft,10520130.0,Special,Rare,"(Alter Any)
On draw, heal 10 HP.",Secret Sprout,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004047,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_5003.png
ecard_plant_3010_s4_nft,10530100.0,Special,Epic,"(Alter Any)
Max HP +20. -10% Stats.",Plant's Charm of Vitality II,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004048,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_3010.png
ecard_plant_3011_s4_nft,10530110.0,Special,Epic,"(Alter Heals)
Heal +13. Max HP -6.",Plant's Charm of Faith II,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004049,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_5002.png
ecard_plant_3012_s4_nft,10530120.0,Special,Epic,"(Alter Any)
<Retain>. If Retained, +1 {Leaf} when played.",Ancient Root,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004050,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_5004.png
ecard_plant_3013_s4_nft,10530130.0,Special,Epic,"(Alter Any)
+1 {Leaf} to other allied Axies.",Leafy Pot,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004051,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_4003.png
ecard_plant_4010_s4_nft,10540100.0,Special,Mystic,"(Alter Heals & Shields)
<Cleanse>. +20% Stats.",Red Sage,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004052,https://storage.googleapis.com/origin-production/assets/item/ecard_plant_4010.png
ecard_plant_4011_s4_nft,10540110.0,Special,Mystic,"(Alter Attacks & Shields)
Shields heal the target for 40% of Shield granted. Attacks heal this Axie for 40% of Unblocked DMG.",Oak Bud,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004053,https://storage.googleapis.com/origin-production/assets/item/ecard_oak_bud.png
ecard_aquatic_2011_s4_nft,10620110.0,Special,Rare,"(Alter Single Attacks)
ATK +6.",Aquatic's Charm of Power I,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004054,https://storage.googleapis.com/origin-production/assets/item/ecard_aquatic_4002.png
rune_dawn_4011_s3_nondec,940112.0,Special,Mystic,{Solo}. This Axie's abilities gain 25% bonus stats when played. This Axie's abilities are <Banish>ed after they are played two times.,Celestial Might,,,,https://storage.googleapis.com/origin-production/assets/item/rune_dawn_offensive_1.png
rune_dusk_2010_s3_nondec,1020102.0,Special,Rare,"Before the battle starts, add 1 [Purge] to your Deck. This Axie's cards gain 10% bonus stat for the rest of the battle.",Dark Flame,,,,https://storage.googleapis.com/origin-production/assets/item/rune_dark_flame.png
rune_dusk_2011_s3_nondec,1020112.0,Special,Rare,"When your turn ends, the closest enemy Axie takes 5 DMG per Cursed card in your opponent's Deck (capped at 25 DMG).",Cursed Ritual,,,,https://storage.googleapis.com/origin-production/assets/item/rune_dusk_offensive_1.png
ecard_neutral_1011_s3_nondec,10110112.0,Special,Common,"(Alter Single Attack cards)
ATK +2",Charm of Power I,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_1002.png
ecard_neutral_3012_s3_nondec,10130122.0,Special,Epic,"(Alter any card)
Add <Retain>.",Scotch Tape,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_neutral_5004.png
ecard_beast_3012_s3_nondec,10230122.0,Special,Epic,"(Alter any card)
Add <Degrade>. The card grants its owner 2 {Rage} when played.",Beast's Energy Drink S,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_beast_5004.png
ecard_beast_3013_s3_nondec,10230132.0,Special,Epic,"(Alter any card)
The card grants other allied Axies 1 {Rage}.",Mask of Frenzy,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_beast_4003.png
ecard_bug_4010_s4_nft,10340100.0,Special,Mystic,"(Alter Attacks)
Shuffle 1 [Goo] into Enemy Discard Pile.",Lazy Snail,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004034,https://storage.googleapis.com/origin-production/assets/item/ecard_bug_5005.png
ecard_aquatic_2012_s4_nft,10620120.0,Special,Rare,"(Alter Multihit & AoE Attacks)
ATK +3.",Aquatic's Charm of Focus I,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004055,https://storage.googleapis.com/origin-production/assets/item/ecard_aquatic_2012.png
ecard_aquatic_3012_s4_nft,10630120.0,Special,Epic,"(Alter Any)
<Retain>. If Retained, gain 1 <Energy Fragment> when played.",Sticky Octopus,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004059,https://storage.googleapis.com/origin-production/assets/item/ecard_aquatic_5004.png
ecard_aquatic_3013_s4_nft,10630130.0,Special,Epic,"(Alter Any)
+1 {Bubble} to other allied Axies.",Bubble Paste,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004060,https://storage.googleapis.com/origin-production/assets/item/ecard_aquatic_4003.png
ecard_aquatic_4010_s4_nft,10640100.0,Special,Mystic,"(Alter Attacks)
Shuffle 1 [Jinx] into Enemy Discard Pile. -10% ATK.",Paralyzing JellyFish,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004061,https://storage.googleapis.com/origin-production/assets/item/ecard_aquatic_5005.png
ecard_aquatic_4011_s4_nft,10640110.0,Special,Mystic,"(Alter Single Attacks)
Deal 20% <Splash DMG>.",Exploding Bombshell,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004062,https://storage.googleapis.com/origin-production/assets/item/ecard_exploding_bombshell.png
ecard_reptile_2011_s4_nft,10720110.0,Special,Rare,"(Alter Any)
Max HP +10.",Reptile's Charm of Vitality I,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004063,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_4001.png
ecard_reptile_2013_s4_nft,10720130.0,Special,Rare,"(Alter Attacks)
Apply 1 {Poison}. +1 {Poison} on targets with < 15 {Poison}.",Viper's Venom,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004065,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_5005.png
ecard_reptile_3010_s4_nft,10730100.0,Special,Epic,"(Alter Any)
Max HP +20. -10% Stats.",Reptile's Charm of Vitality II,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004066,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_5001.png
ecard_reptile_3011_s4_nft,10730110.0,Special,Epic,"(Alter Shields)
Shield +13. Max HP -6.",Reptile's Charm of Endurance II,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004067,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_3011.png
ecard_reptile_3012_s4_nft,10730120.0,Special,Epic,"(Alter Any)
<Retain>. If Retained, heal 5% Max HP when played.",Sticky Lizard,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004068,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_5003.png
ecard_reptile_3013_s4_nft,10730130.0,Special,Epic,"(Alter Any)
+1 {Spike}. If this Axie doesn't have {Taunt}, apply 2 {Taunt} to self.",Gecko Mask,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004069,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_4003.png
ecard_reptile_4010_s4_nft,10740100.0,Special,Mystic,"(Alter Any)
Lose 15 HP and +6 {Bloodspike}.",Reptile's Energy Drink M,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004070,https://storage.googleapis.com/origin-production/assets/item/ecard_reptile_5004.png
ecard_reptile_4011_s4_nft,10740110.0,Special,Mystic,"(Alter Debuffs)
Apply 4 {Poison} per Energy Cost to 1 random enemy Axie.",Gloves of Infection,ERC1155,0x814A9C959a3Ef6CA44b5e2349e3bBa9845393947,2004071,https://storage.googleapis.com/origin-production/assets/item/ecard_glove_of_infection.png
rune_neutral_1010_s4,110101.0,Special,Common,"When your turn ends, heal 3% of Max HP.",Leftover Potion,,,,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_utility_1.png
rune_neutral_1011_s4,110111.0,Special,Common,Attacks deal +10% DMG.,Tough Strike,,,,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_offensive_1.png
rune_neutral_1012_s4,110121.0,Special,Common,Receive +10% Shield from Cards.,Thick Shield,,,,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_defensive_1.png
rune_neutral_1013_s4,110131.0,Special,Common,This Axie's Summons gain +8 Max HP.,Mini Legion,,,,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_hybrid_1.png
rune_neutral_2010_s4,120101.0,Special,Rare,Other allied Axie's Attacks gain +10% Stats.,Pure Power,,,,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_offensive_2.png
rune_neutral_2011_s4,120111.0,Special,Rare,Other allied Axie's Heals & Shields gain +10% Stats.,Pure Skill,,,,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_defensive_2.png
rune_neutral_3010_s4,130101.0,Special,Epic,"{Solo}. When your turn starts, if Hand and Draw Pile have > 1 Cursed Card, draw 1 Card; otherwise, gain +15% Stats until your turn ends.",Pure Luck,,,,https://storage.googleapis.com/origin-production/assets/item/rune_pure_luck.png
ecard_beast_2012_s3_nondec,10220122.0,Special,Rare,"(Alter Multihit & <AoE> Attack cards)
ATK +3",Beast's Charm of Focus I,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_beast_2012.png
ecard_beast_2013_s3_nondec,10220132.0,Special,Rare,"(Alter Attack cards)
Add <Unstable>. Card's base stat +20%.",Beast's Energy Drink M,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_beast_5003.png
ecard_beast_3010_s3_nondec,10230102.0,Special,Epic,"(Alter Single Attack cards)
ATK +11. The card's owner's max HP -6.",Beast's Charm of Power II,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_beast_5001.png
ecard_bird_3012_s3_nondec,10430122.0,Special,Epic,"(Alter any card)
Add <Degrade>. The card grant its owner 2 {Feather} when played.",Bird's Energy Drink S,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_bird_5004.png
ecard_aquatic_2011_s3_nondec,10620112.0,Special,Rare,"(Alter Single Attack cards)
ATK +6",Aquatic's Charm of Power I,,,,https://storage.googleapis.com/origin-production/assets/item/ecard_aquatic_4002.png
rune_neutral_3011_s4,130111.0,Special,Epic,"{Solo}. When the battle starts, gain 1 <Energy Fragment> per unique Axie Class in your team. Creating an <Energy Burst> heals allied Axies for 40 HP.",Energy Shard,,,,https://storage.googleapis.com/origin-production/assets/item/rune_energy_shard.png
rune_neutral_3012_s4,130121.0,Special,Epic,"{Solo}. Max HP +40. On death, Shield other allies and deal DMG to enemies for 10% of Max HP.",Last Wish,,,,https://storage.googleapis.com/origin-production/assets/item/rune_last_wish.png
rune_neutral_4010_s4,140101.0,Special,Mystic,{Solo}. Other allied Axie's Cards gain +5% Stats when played. +5% more per unique Axie Class in your team.,Pure Instinct,,,,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_hybrid_2.png
rune_neutral_4011_s4,140111.0,Special,Mystic,"{Solo}. Until <Round> 2, when your turn ends, lose 2 <Energy Fragment>. After that, when your turn starts, gain 3 Fragments.",Shady Exchange,,,,https://storage.googleapis.com/origin-production/assets/item/rune_neutral_utility_2.png
rune_beast_2010_s4,220101.0,Special,Rare,"When the battle starts, +2 {Rage}. Attacks deal +15% DMG.",Way of Beast,,,,https://storage.googleapis.com/origin-production/assets/item/rune_way_of_beast.png
rune_beast_2011_s4,220111.0,Special,Rare,"On targets with {Bleed}, Attacks deal +10% DMG then heal 12 HP. On targets without {Bleed}, Single Attacks apply 2 {Bleed}.",Dominant Predator,,,,https://storage.googleapis.com/origin-production/assets/item/rune_beast_hybrid_1.png
rune_beast_3011_s4,230111.0,Special,Epic,{Solo}. Take -20% DMG but can't gain Shields.,Pangolin Scale,,,,https://storage.googleapis.com/origin-production/assets/item/rune_beast_defensive_1.png
rune_beast_3012_s4,230121.0,Special,Epic,"{Solo}. Attacks no longer grant <Energy Fragment>. Whenever this Axie attacks, its Attack Cards gain 10% Base ATK per Energy Spent.",Glorious Mane,,,,https://storage.googleapis.com/origin-production/assets/item/rune_glorious_mane.png
rune_beast_4010_s4,240101.0,Special,Mystic,"{Solo}. When your turn starts, +2 {Rage}. {Rage} on this Axie now grants +2 DMG per stack.",Endless Anger,,,,https://storage.googleapis.com/origin-production/assets/item/rune_beast_utility_1.png
rune_beast_4011_s4,240111.0,Special,Mystic,"{Solo}. On targets with less than 6 {Bleed}, Single and AoE Attacks double the {Bleed} turns on those targets; otherwise, create <Bloodstorm_Old>.",Brutal Claw,,,,https://storage.googleapis.com/origin-production/assets/item/rune_brutal_claw.png
rune_bug_2011_s4,320111.0,Special,Rare,"When your turn starts, gain 1 Shield per Card in Draw Pile. When your turn ends, gain 3 Shield per Card in Discard Pile.",Vault Builder,,,,https://storage.googleapis.com/origin-production/assets/item/rune_bug_defensive_1.png
rune_bug_3012_s4,330121.0,Special,Epic,{Solo}. Enemy Cards discarded by your team lose -10% Stats and deal DMG to their owner equal to 3x that amount. Allied Cards discarded by your team gain +10% Stats.,Fate Maker,,,,https://storage.googleapis.com/origin-production/assets/item/rune_fate_maker.png
rune_bug_4010_s4,340101.0,Special,Mystic,"{Solo}. When your turn starts, on Odd <Round>, draw 1 Card; on Even <Round>, gain 60 Shield.",Collect & Protect,,,,https://storage.googleapis.com/origin-production/assets/item/rune_bug_utility_1.png
rune_bug_4011_s4,340111.0,Special,Mystic,"{Solo}. When your turn starts, +2 {Cocoon} and deal DMG equal to 7% of current Shield per {Cocoon} to enemy Axies.",Metamorphosis,,,,https://storage.googleapis.com/origin-production/assets/item/rune_metamorphosis.png
rune_bird_2010_s4,420101.0,Special,Rare,"When the battle starts, +2 {Feather}. Attacks deal +15% DMG.",Way of Bird,,,,https://storage.googleapis.com/origin-production/assets/item/rune_way_of_bird.png
rune_bird_2011_s4,420111.0,Special,Rare,"When your turn starts, randomly deal 10 DMG and apply 3 {Weak} to an enemy Axie without {Weak}.",Frail Egg,,,,https://storage.googleapis.com/origin-production/assets/item/rune_bird_defensive_1.png
rune_bird_3010_s4,430101.0,Special,Epic,"{Solo}. When your turn starts, on Even <Round>, gain 1 <Energy Fragment>. Attacks deal 7 DMG per Energy Spent to enemy Axies.",Energy Guru,,,,https://storage.googleapis.com/origin-production/assets/item/rune_bird_offensive_1.png
rune_bird_3012_s4,430121.0,Special,Epic,"{Solo}. Once per battle, if this Axie would die, it survives with 1 HP, then Heals 5% of Max HP per {Feather}. Deal 20 DMG to enemies.",Sacred Feather,,,,https://storage.googleapis.com/origin-production/assets/item/rune_sacred_feather.png
rune_bird_4010_s4,440101.0,Special,Mystic,"{Solo}. When your turn starts, +2 {Feather}. At 10 stacks, add [Feather Dagger] to Hand until it's full. When your turn ends, lose 1 {Feather} per [Feather Dagger] added this way.",Feather Descend,,,,https://storage.googleapis.com/origin-production/assets/item/rune_bird_utility_1.png
rune_bird_4011_s4,440111.0,Special,Mystic,"{Solo}. When your turn starts, consume all {Feather} to heal allies for 1 HP per {Feather}. Deal +15% DMG. +15% DMG per hit this Axie deals until end of turn. (Cap: 2 hits)",Raven's Tactic,,,,https://storage.googleapis.com/origin-production/assets/item/rune_bird_hybrid_1.png
rune_plant_2010_s4,520101.0,Special,Rare,"When the battle starts, +2 {Leaf}. Max HP +8%.",Way of Plant,,,,https://storage.googleapis.com/origin-production/assets/item/rune_way_of_plant.png
rune_plant_2011_s4,520111.0,Special,Rare,"This Axie's Summons gain +14 Max HP. When this Axie's Summons die, deal DMG equal to 8% of this Axie's Current HP to the closest enemy Axie.",Destiny Leaf,,,,https://storage.googleapis.com/origin-production/assets/item/rune_memento_leaf.png
rune_bug_2010_s4,320101.0,Special,Rare,"When the battle starts, +2 {Cocoon}. Gain +15% Shield from all sources.",Way of Bug,,,,https://storage.googleapis.com/origin-production/assets/item/rune_way_of_bug.png
rune_plant_3010_s4,530101.0,Special,Epic,"{Solo}. Before the battle starts, add 1 [Forest Breath] to your Deck. Once per turn, when an ally is <Cleanse>, add 1 [Forest Wrath] to Hand.",Rise & Ruin,,,,https://storage.googleapis.com/origin-production/assets/item/rune_plant_hybrid_1.png
rune_plant_3011_s4,530111.0,Special,Epic,"{Solo}. Whenever hit, if this Axie has {Leaf}, take -20% DMG, -1 {Leaf}, then +1 {Leaf} to other allied Axies; otherwise, +2 {Leaf}.",Leaf Cloak,,,,https://storage.googleapis.com/origin-production/assets/item/rune_leaf_cloak.png
rune_plant_4010_s4,540101.0,Special,Mystic,"{Solo}. Allied Axies Max HP +40. When your turn starts, heal allied Axies for 1% of this Axie's Max HP.",Gaia's Embrace,,,,https://storage.googleapis.com/origin-production/assets/item/rune_plant_defensive_1.png
rune_plant_4011_s4,540111.0,Special,Mystic,"{Solo}. +20% Heal Stat. Whenever this Axie overheals, that amount is granted as Shield to its target and dealt as DMG to 1 random enemy.",Healing Pulse,,,,https://storage.googleapis.com/origin-production/assets/item/rune_plant_utility_1.png
rune_aquatic_2010_s4,620101.0,Special,Rare,"When the battle starts, gain 1 {Bubble}. Attacks deal +15% DMG.",Way of Aquatic,,,,https://storage.googleapis.com/origin-production/assets/item/rune_way_of_aquatic.png
rune_aquatic_2011_s4,620111.0,Special,Rare,Attacks deal -15% DMG but grant 1 <Energy Fragment> per Energy Spent.,Blunt Teeth,,,,https://storage.googleapis.com/origin-production/assets/item/rune_blunt_teeth.png
rune_aquatic_3010_s4,630101.0,Special,Epic,"{Solo}. On targets with HP >= 50%, deal +25% DMG; otherwise deal +15% DMG.",Hearty Warrior,,,,https://storage.googleapis.com/origin-production/assets/item/rune_aquatic_offensive_1.png
rune_aquatic_3011_s4,630111.0,Special,Epic,"{Solo}. When your turn starts, gain Shield equal to 10% of Max HP.",Calcium Armor,,,,https://storage.googleapis.com/origin-production/assets/item/rune_aquatic_defensive_1.png
rune_aquatic_3012_s4,630121.0,Special,Epic,"{Solo}. Before the battle starts, add 1 [Giant Bubble] to your Deck.",Giant Bubble,,,,https://storage.googleapis.com/origin-production/assets/item/rune_giant_bubble.png
rune_aquatic_4010_s4,640101.0,Special,Mystic,"{Solo}. When your turn starts, +1 {Bubble}. This Axie's {Bubble Bomb} deal +50% DMG.",Heart of Ocean,,,,https://storage.googleapis.com/origin-production/assets/item/rune_aquatic_utility_1.png
rune_aquatic_4011_s4,640111.0,Special,Mystic,{Solo}. Single Attacks {Steal} 15 HP. Multihit & AoE Attacks {Steal} 5 HP per hit.,Bloodlust,,,,https://storage.googleapis.com/origin-production/assets/item/rune_aquatic_hybrid_1.png
rune_reptile_2010_s4,720101.0,Special,Rare,"When the battle starts, +2 {Spike}. When your turn ends, heal 5% Max HP.",Way of Reptile,,,,https://storage.googleapis.com/origin-production/assets/item/rune_way_of_reptile.png
rune_reptile_2011_s4,720111.0,Special,Rare,"Whenever hit, apply 1 {Poison} to the attacker. Take -1% DMG per {Poison} on the attacker. (Cap: -15% DMG).",Poison Touch,,,,https://storage.googleapis.com/origin-production/assets/item/rune_reptile_hybrid_1.png
rune_reptile_3010_s4,730101.0,Special,Epic,"{Solo}. Before the battle starts, add 1 [Venom Burst] to your Deck. Attacks deal -15% DMG and apply 1 {Poison} per hit.",Venom Master,,,,https://storage.googleapis.com/origin-production/assets/item/rune_reptile_offensive_1.png
rune_reptile_3011_s4,730111.0,Special,Epic,"{Solo}. When allied Secrets are triggered, deal 15 <Pure DMG> to enemy Axies then Heal 15 HP.",Shellshock,,,,https://storage.googleapis.com/origin-production/assets/item/rune_reptile_defensive_1.png
rune_reptile_3012_s4,730121.0,Special,Epic,"{Solo}. When your turn starts, +1 {Spike}. {Spike} on this Axie grant +3 {Bloodspike}. Whenever hit, heal 10 HP.",Prehistoric Armor,,,,https://storage.googleapis.com/origin-production/assets/item/rune_prehistoric_armor.png
rune_reptile_4010_s4,740101.0,Special,Mystic,"{Solo}. When your turn starts, <Cleanse> 1 time. If Current HP >= 75%, <Cleanse> 1 more time; otherwise heal 10% of Max HP.",Regenerator,,,,https://storage.googleapis.com/origin-production/assets/item/rune_reptile_utility_1.png
rune_reptile_4011_s4,740111.0,Special,Mystic,{Solo}. Debuff Cards apply 2 {Doubt} then deal <Pure DMG> equal to (3 + total number of debuffs on the target) to enemy Axies. (Cap: 20 DMG),Paralyzing Glare,,,,https://storage.googleapis.com/origin-production/assets/item/rune_paralyzing_glare.png
rune_mech_2010_s4,820101.0,Special,Rare,"Before the battle starts, add 1 [Scan] to your Deck. This Axie's Cards gain +10% Stats.",Trap Nullifier,,,,https://storage.googleapis.com/origin-production/assets/item/rune_trap_nullifier.png
rune_mech_3010_s4,830101.0,Special,Epic,"{Solo}. While Shielded, deal +20% DMG and take -20% DMG.",Zap Armor,,,,https://storage.googleapis.com/origin-production/assets/item/rune_mech_offensive_1.png
rune_mech_3011_s4,830111.0,Special,Epic,"{Solo}. Receive +25% Shield from Cards. Whenever this Axie receives >= 99 Shield from a Card, gain 2 <Energy Fragment>.",Adaptive Program,,,,https://storage.googleapis.com/origin-production/assets/item/rune_mech_hybrid_1.png
rune_mech_3012_s4,830121.0,Special,Epic,"{Solo}. Attacks remove up to 1 Secret from their targets. On targets without Secrets, deal +20% DMG.",Lens of Truth,,,,https://storage.googleapis.com/origin-production/assets/item/rune_lens_of_truth.png
rune_mech_4010_s4,840101.0,Special,Mystic,"{Solo}. This Axie's Shields grant +20% Shield. While Shielded, take -20% DMG. Retain 50% of leftover Shield.",Shield Backup,,,,https://storage.googleapis.com/origin-production/assets/item/rune_mech_utility_1.png
rune_mech_4011_s4,840111.0,Special,Mystic,"{Solo}. Once per battle, if this Axie would die, it gains <Immortal> for 2 turns, <Cleanse> all Debuffs, and gains +40% Stats while <Immortal>.",Last Stand,,,,https://storage.googleapis.com/origin-production/assets/item/rune_mech_defensive_1.png
rune_dawn_2010_s4,920101.0,Special,Rare,"Before the battle starts, add 1 [Prayer] to your Deck. This Axie's Cards gain +10% Stats.",Divine Ring,,,,https://storage.googleapis.com/origin-production/assets/item/rune_divine_ring.png
rune_dawn_2011_s4,920111.0,Special,Rare,Take -5% DMG per Buff or Secret on this Axie. (Cap: -20% DMG),Arcane Protection,,,,https://storage.googleapis.com/origin-production/assets/item/rune_dawn_defensive_1.png
rune_dawn_3010_s4,930101.0,Special,Epic,{Solo}. This Axie's Heals and Shields gain +15% Stats and apply 1 {Cleanser}.,Rejuvenate,,,,https://storage.googleapis.com/origin-production/assets/item/rune_rejuvenate.png
rune_dawn_3011_s4,930111.0,Special,Epic,"{Solo}. After attacking, until your turn ends, other allied Axies deal +20% DMG. After playing a Skill, other allied Axies gain 20 Shield.",Heaven's Echoes,,,,https://storage.googleapis.com/origin-production/assets/item/rune_dawn_hybrid_1.png
rune_dawn_3012_s4,930121.0,Special,Epic,"{Solo}. When your turn starts, heal allies for 8 HP and for each living ally, deal 3 DMG to enemies.",Healing Force,,,,https://storage.googleapis.com/origin-production/assets/item/rune_healing_force.png
rune_dawn_4010_s4,940101.0,Special,Mystic,"{Solo}. When your turn starts, remove 1 Cursed Card from your Deck. While there are no Cursed Cards in your Deck, allied Axie's Cards gain +15% Stats.",Holy Prayer,,,,https://storage.googleapis.com/origin-production/assets/item/rune_dawn_utility_1.png
rune_dawn_4011_s4,940111.0,Special,Mystic,{Solo}. This Axie's Cards gain +25% Stats when played. They are <Banish> after being played twice.,Celestial Might,,,,https://storage.googleapis.com/origin-production/assets/item/rune_dawn_offensive_1.png
bdr_gold_03_s3,1.0,Cosmetic,Common,Earned from finishing as the number 3 player in Season 3!,Rank 3 Gold (S3),,,,https://storage.googleapis.com/origin-production/assets/border/s3_gold_03.png
bdr_gold_04_s3,1.0,Cosmetic,Common,Earned from finishing as the number 4 player in Season 3!,Rank 4 Gold (S3),,,,https://storage.googleapis.com/origin-production/assets/border/s3_gold_04.png
avt_buba_joker,1.0,Cosmetic,Common,Earned from collecting Day 2 of the April Fools!: Daily Login Bonus! 2023,Buba the Joker,,,,https://storage.googleapis.com/origin-production/assets/avatar/buba_joker.png
rune_bird_2010_s4_nft,420100.0,Special,Rare,"When the battle starts, +2 {Feather}. Attacks deal +15% DMG.",Way of Bird,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1004022,https://storage.googleapis.com/origin-production/assets/item/rune_way_of_bird.png
rune_plant_2010_s4_nft,520100.0,Special,Rare,"When the battle starts, +2 {Leaf}. Max HP +8%.",Way of Plant,ERC1155,0xC25970724f032aF21d801978C73653c440CF787c,1004029,https://storage.googleapis.com/origin-production/assets/item/rune_way_of_plant.png
rune_dusk_2010_s4,1020101.0,Special,Rare,"Before the battle starts, add 1 [Purge] to your Deck. This Axie's Cards gain +10% Stats.",Dark Flame,,,,https://storage.googleapis.com/origin-production/assets/item/rune_dark_flame.png
